Gene	Age	dnds	Degree	cai	GC_content	essentiality	marginal_essentiality	phylogenetic_capacitance
YMR211W	Eukaryota	0.1141	1	0.138	0.374	1	0.053809625	4
YMR212C	Eukaryota	0.0818	6	0.154	0.354	0	NaN	4
YMR213W	Eukaryota	0.153	52	0.114	0.423	1	0.126046049	3
YMR214W	pre_Eukaryota	0.04095	10	0.159	0.453	0	0.02383044	4
YMR215W	Fungi	0.0843	46	0.217	0.398	0	0.05786104	5
YMR216C	Eukaryota	0.0736	51	0.157	0.409	0	0.263565718	3
YMR217W	N/A	0.01235	4	0.462	0.415	0	0.09037737	5
YMR218C	Eukaryota	0.13195	14	0.13	0.356	1	0.088502942	4
YMR219W	SCER_S28	0.3499	11	0.143	0.387	0	0.103575974	4
YMR220W	N/A	0.1007	1	0.144	0.399	1	0.071716157	3
YMR221C	Eukaryota	0.086	8	0.146	0.391	0	0.032470786	3
YMR222C	pre_Eukaryota	0.0896666666667	1	0.098	0.471	0	0.039630876	4
YMR223W	Eukaryota	0.0655	32	0.163	0.362	0	0.174683373	4
YMR224C	pre_Eukaryota	0.0851	24	0.135	0.39	0	0.247306119	4
YMR225C	SCER_S28	0.0324666666667	3	0.135	0.395	0	0.022624977	4
YMR226C	pre_Eukaryota	0.03725	11	0.208	0.439	0	0.04294899	3
YMR227C	Eukaryota	0.1332	33	0.136	0.416	1	0.078910315	3
YMR228W	Fungi	0.0841	10	0.133	0.363	0	0.476059817	3
YMR229C	pre_Eukaryota	0.0727	141	0.237	0.375	1	0.200724426	4
YMR231W	Eukaryota	0.0568	15	0.135	0.361	0	0.161279798	3
YMR232W	SCER_S28	0.09985	3	0.132	0.341	0	0.05579747	4
YMR233W	Eukaryota	0.145	7	0.147	0.376	0	0.067340828	3
YMR234W	pre_Eukaryota	0.109366666667	3	0.133	0.367	0	0.041056599	4
YMR235C	Eukaryota	0.0775	18	0.218	0.392	1	0.086530052	4
YMR236W	Eukaryota	0.0422333333333	48	0.082	0.48	1	0.133193708	4
YMR237W	Fungi	0.05535	16	0.157	0.389	0	0.067108917	5
YMR238W	Fungi	0.03975	4	0.16	0.41	0	0.165183723	5
YMR239C	pre_Eukaryota	0.072	27	0.143	0.358	1	0.045334034	4
YMR240C	Eukaryota	0.1454	47	0.125	0.412	1	0.113769064	3
YMR241W	Eukaryota	0.032	11	0.328	0.419	0	0.051381277	6
YMR242C	Eukaryota	0.0686	133	0.718	0.416	0	0.191219235	4
YMR243C	pre_Eukaryota	0.0516	10	0.216	0.402	0	0.082088733	4
YMR244C-A	N/A	0.08175	0	0.147	0.458	0	NaN	2
YMR244W	Fungi	0.0744	2	0.151	0.487	0	0.028436753	4
YMR246W	pre_Eukaryota	0.0759	21	0.236	0.431	0	0.043776348	4
YMR247C	N/A	0.1504	2	0.146	0.347	0	0.012090914	4
YMR250W	pre_Eukaryota	0.0495333333333	10	0.171	0.421	0	0.046522998	4
YMR251W	pre_Eukaryota	0.0645	1	0.099	0.469	0	0.162041396	3
YMR251W-A	N/A	0.0495333333333	1	0.365	0.475	0	NaN	4
YMR252C	N/A	0.2124	0	0.122	0.4	0	0.158692646	4
YMR253C	pre_Eukaryota	0.0764	4	0.12	0.399	0	0.160229322	3
YMR255W	SCER_S28	0.300866666667	12	0.138	0.374	0	0.175035862	3
YMR256C	N/A	0.0351	5	0.205	0.383	0	0.440292854	3
YMR257C	SCER_S28	0.177466666667	8	0.13	0.345	0	0.375827852	4
YMR258C	SCER_S28	0.14595	3	0.134	0.368	0	0.150048174	4
YMR259C	N/A	0.147033333333	10	0.144	0.354	0	0.146946807	4
YMR260C	pre_Eukaryota	0.008	8	0.404	0.373	1	0.141823449	6
YMR261C	pre_Eukaryota	0.03465	9	0.202	0.399	0	0.115675124	4
YMR262W	N/A	0.1758	5	0.104	0.445	0	0.150084172	4
YMR263W	SCER_S28	0.131266666667	21	0.109	0.436	0	0.219572252	4
YMR264W	SCER_S28	0.0833666666667	19	0.125	0.443	0	0.194031771	4
YMR265C	Fungi	0.18905	0	0.107	0.433	0	0.029939477	4
YMR266W	Eukaryota	0.09535	5	0.192	0.383	0	0.13276497	4
YMR267W	pre_Eukaryota	0.11535	6	0.136	0.376	0	0.502396117	4
YMR268C	Eukaryota	0.15195	14	0.119	0.368	1	0.140716181	4
YMR270C	SCER_S28	0.12135	12	0.135	0.381	1	0.163475963	4
YMR271C	pre_Eukaryota	0.0951	2	0.138	0.398	0	0.009581786	4
YMR272C	N/A	0.0386	13	0.244	0.426	0	0.205413909	4
YMR273C	Fungi	0.15765	27	0.131	0.425	0	0.058478738	4
YMR274C	N/A	0.112566666667	3	0.094	0.382	0	0.041110844	4
YMR275C	SCER_S28	0.08075	11	0.138	0.404	0	0.088861685	4
YMR276W	pre_Eukaryota	0.0569	29	0.149	0.516	0	0.02046487	4
YMR277W	Eukaryota	0.0714	9	0.149	0.428	1	0.084481559	4
YMR278W	pre_Eukaryota	0.08905	0	0.152	0.391	0	0.050457731	4
YMR279C	pre_Eukaryota	0.1077	7	0.115	0.412	0	0.031119829	4
YMR280C	Fungi	0.0814	8	0.132	0.377	0	0.171479325	4
YMR281W	N/A	0.185233333333	1	0.148	0.376	1	0.075088647	4
YMR282C	SCER_S28	0.1496	3	0.116	0.371	0	0.374210699	3
YMR283C	N/A	0.102766666667	0	0.126	0.375	0	0.051869187	4
YMR284W	Eukaryota	0.08965	19	0.143	0.338	0	0.035706554	4
YMR285C	Eukaryota	0.0617	8	0.166	0.387	0	0.172694913	5
YMR286W	N/A	0.0937666666667	1	0.1	0.426	0	0.337627606	4
YMR287C	pre_Eukaryota	0.1084	7	0.113	0.369	0	0.411309135	3
YMR288W	pre_Eukaryota	0.0623	49	0.132	0.383	1	0.10478314	4
YMR289W	N/A	0.1514	3	0.123	0.385	0	0.016491804	2
YMR290C	pre_Eukaryota	0.0568	137	0.225	0.379	1	0.070701413	6
YMR291W	pre_Eukaryota	0.03125	16	0.183	0.412	0	0.017233289	4
YMR292W	N/A	0.0877	17	0.114	0.377	0	0.019474055	2
YMR293C	pre_Eukaryota	0.0713	2	0.107	0.384	0	0.397646574	4
YMR294W	Fungi	0.2393	13	0.145	0.38	0	0.033150317	3
YMR295C	Fungi	0.0515	9	0.234	0.459	0	0.144283005	4
YMR296C	pre_Eukaryota	0.0553	13	0.173	0.471	1	0.089881676	3
YMR297W	pre_Eukaryota	0.0252	14	0.257	0.466	0	0.017809259	3
YMR298W	SCER_S28	0.0329	5	0.209	0.407	1	0.061120137	4
YMR299C	N/A	0.1946	10	0.119	0.358	0	0.012699848	2
YMR300C	pre_Eukaryota	0.0057	11	0.235	0.397	0	0.021095781	4
YMR301C	N/A	0.04	1	0.12	0.413	1	0.060945387	3
YMR302C	Fungi	0.0381	4	0.16	0.398	0	0.034852576	4
YMR303C	pre_Eukaryota	0.0422666666667	17	0.505	0.483	0	0.000895103	6
YMR305C	pre_Eukaryota	0.06975	1	0.255	0.444	0	0.016407763	4
YMR306W	N/A	0.0472	4	0.126	0.388	0	0.071545626	4
YMR308C	Eukaryota	0.02615	102	0.18	0.386	1	0.079500878	3
YMR309C	Eukaryota	0.0379	51	0.31	0.357	1	0.054356433	4
YMR310C	pre_Eukaryota	0.108366666667	8	0.113	0.436	0	0.027152668	4
YMR311C	SCER_S28	0.04675	7	0.122	0.429	0	0.032088145	4
YMR312W	SCER_S28	0.0987	7	0.158	0.397	0	0.28079771	3
YMR313C	Eukaryota	0.0288	4	0.119	0.374	0	0.093378378	5
YMR314W	pre_Eukaryota	0.0320333333333	49	0.159	0.44	1	0.097663823	4
YMR315W	pre_Eukaryota	0.0845333333333	9	0.253	0.413	0	0.040745706	5
YMR316W	SCER_S28	0.174533333333	6	0.116	0.392	0	0.066886801	3
YMR317W	SCER_S28	0.8435	2	0.118	0.435	0	0.035797231	2
YMR318C	pre_Eukaryota	0.0476	6	0.294	0.426	0	0.02719998	4
YMR319C	Fungi	0.04725	19	0.198	0.402	0	0.023082826	3
YMR325W	SCER_S28	0.0629	1	0.655	0.476	0	NaN	4
YNL001W	N/A	0.0488333333333	11	0.151	0.348	0	0.148969645	4
YNL002C	pre_Eukaryota	0.07335	75	0.224	0.359	1	0.092722055	3
YNL003C	Eukaryota	0.0501333333333	4	0.115	0.425	0	0.348945217	4
YNL004W	Eukaryota	0.12885	33	0.153	0.417	0	0.14119363	3
YNL005C	pre_Eukaryota	0.07765	34	0.139	0.381	0	0.504460084	4
YNL006W	pre_Eukaryota	0.00283333333333	27	0.128	0.426	1	0.075556872	5
YNL007C	pre_Eukaryota	0.0088	38	0.161	0.431	1	0.075586872	6
YNL008C	SCER_S28	0.2597	6	0.121	0.356	0	0.233601351	3
YNL009W	Eukaryota	0.04555	7	0.135	0.365	0	0.109824018	5
YNL010W	N/A	0.0344666666667	5	0.367	0.38	0	0.010824364	5
YNL011C	Eukaryota	0.0450666666667	0	0.131	0.368	0	0.036828644	4
YNL012W	Eukaryota	0.0448	4	0.121	0.359	0	0.113047857	3
YNL014W	pre_Eukaryota	0.0203	16	0.169	0.402	0	0.024117297	6
YNL015W	SCER_S28	0.0643	6	0.371	0.396	0	0.424210868	4
YNL016W	Eukaryota	0.04465	38	0.291	0.417	0	0.400135995	5
YNL019C	SCER_S28	0.156733333333	2	0.1	0.452	0	NaN	4
YNL020C	pre_Eukaryota	0.2257	24	0.12	0.394	0	0.021373311	3
YNL021W	pre_Eukaryota	0.0243	21	0.151	0.386	0	0.075138589	5
YNL022C	N/A	0.0752	11	0.143	0.395	0	0.095696126	4
YNL023C	pre_Eukaryota	0.08235	19	0.137	0.413	0	0.06174542	5
YNL024C	Eukaryota	0.0784666666667	6	0.147	0.4	0	0.027331958	4
YNL025C	Eukaryota	0.02935	45	0.139	0.375	0	0.179840535	4
YNL026W	N/A	0.04815	3	0.124	0.382	1	0.097134429	3
YNL027W	Eukaryota	0.09575	27	0.146	0.378	0	0.042504621	3
YNL029C	Eukaryota	0.2174	4	0.104	0.415	0	0.112239188	3
YNL030W	N/A	0.0	76	0.627	0.427	0	0.067631276	6
YNL031C	N/A	0.0	102	0.563	0.419	0	0.031023663	5
YNL032W	Eukaryota	0.0804666666667	12	0.114	0.39	0	0.043992716	5
YNL033W	N/A	0.1599	2	0.099	0.451	0	NaN	4
YNL034W	SCER_S28	0.3224	2	0.128	0.445	0	0.012469853	3
YNL035C	Eukaryota	0.0569333333333	5	0.199	0.4	0	0.025007714	4
YNL036W	pre_Eukaryota	0.0428333333333	5	0.214	0.409	0	0	4
YNL037C	pre_Eukaryota	0.022	15	0.266	0.436	0	0.089456506	3
YNL038W	SCER_S28	0.0873	2	0.096	0.341	1	0.045623793	2
YNL039W	Eukaryota	0.0716	7	0.145	0.395	1	0.073791744	3
YNL040W	pre_Eukaryota	0.1553	3	0.168	0.392	0	0.164385221	2
YNL041C	Eukaryota	0.1381	26	0.144	0.348	0	0.080173516	3
YNL042W	SCER_S28	0.15315	9	0.118	0.407	0	0.057967879	4
YNL044W	Eukaryota	0.0778	40	0.222	0.394	0	0.016255224	3
YNL045W	pre_Eukaryota	0.0906666666667	14	0.239	0.404	0	0.027158981	5
YNL046W	SCER_S28	0.483	1	0.077	0.459	0	0.031038504	3
YNL047C	Fungi	0.11245	16	0.12	0.396	0	0.146144277	3
YNL048W	N/A	0.1011	14	0.144	0.364	0	NaN	3
YNL049C	Eukaryota	0.0651	12	0.155	0.386	0	0.021784535	3
YNL050C	SCER_S28	0.3891	2	0.129	0.381	0	0.076247963	4
YNL051W	SCER_S28	0.12135	11	0.137	0.338	0	0.096705026	4
YNL052W	Eukaryota	0.0506666666667	6	0.163	0.451	0	0.266876948	4
YNL053W	Eukaryota	0.1747	12	0.103	0.421	0	0.04201196	4
YNL054W	SCER_S28	0.0744	8	0.124	0.393	0	0.26013645	4
YNL055C	Eukaryota	0.0173333333333	58	0.361	0.453	0	0.144323404	4
YNL056W	Eukaryota	0.0536	8	0.096	0.411	0	0.041070735	3
YNL058C	SCER_S28	0.0815	6	0.156	0.401	0	0.007539253	3
YNL059C	N/A	0.041	21	0.174	0.386	0	0.209173169	3
YNL061W	pre_Eukaryota	0.0323	89	0.254	0.401	1	0.068019034	6
YNL062C	Eukaryota	0.0596	5	0.154	0.383	1	0.064057604	4
YNL063W	pre_Eukaryota	0.131466666667	3	0.097	0.425	0	0.042321051	4
YNL064C	pre_Eukaryota	0.0262	36	0.373	0.415	0	0.2622833	5
YNL065W	N/A	0.0507	8	0.157	0.403	0	0.143603735	4
YNL066W	Fungi	0.1137	8	0.296	0.467	0	0.030936923	5
YNL067W	N/A	0.102	12	0.778	0.414	0	0.139475651	6
YNL068C	Eukaryota	0.1113	13	0.118	0.408	0	0.152297497	3
YNL070W	SCER_S28	0.0351	3	0.223	0.356	0	0.129712151	4
YNL071W	pre_Eukaryota	0.0526333333333	7	0.244	0.454	0	0.085939929	5
YNL072W	pre_Eukaryota	0.0748	3	0.105	0.484	0	0.146168525	4
YNL073W	pre_Eukaryota	0.163233333333	21	0.112	0.418	0	0.375293665	4
YNL074C	N/A	0.1451	13	0.13	0.427	0	0.062186823	3
YNL075W	pre_Eukaryota	0.0211666666667	27	0.163	0.392	1	0.05674652	6
YNL076W	SCER_S28	0.0905	15	0.117	0.397	0	0.045880608	3
YNL077W	N/A	0.0795333333333	8	0.143	0.413	0	0.02079774	4
YNL078W	SCER_S28	0.192633333333	32	0.089	0.446	0	0.015127004	4
YNL079C	pre_Eukaryota	0.0353666666667	17	0.315	0.441	0	0.117669039	4
YNL080C	N/A	0.102133333333	1	0.109	0.434	0	0.286852137	4
YNL081C	pre_Eukaryota	0.0370666666667	9	0.118	0.408	0	0.626751233	4
YNL082W	pre_Eukaryota	0.11425	4	0.134	0.356	0	0.020549618	3
YNL083W	N/A	0.0568	3	0.126	0.397	0	0.026838474	3
YNL084C	pre_Eukaryota	0.1406	25	0.185	0.351	0	0.103711167	4
YNL085W	Eukaryota	0.0449	34	0.203	0.364	0	0.025821953	3
YNL086W	SCER_S28	0.107266666667	13	0.097	0.48	0	0.225864393	4
YNL087W	Eukaryota	0.0928	6	0.153	0.379	0	0.031538251	3
YNL088W	pre_Eukaryota	0.05075	42	0.175	0.36	1	0.09338376	5
YNL090W	Eukaryota	0.0244	11	0.124	0.403	0	0.033445828	4
YNL091W	Fungi	0.1047	16	0.133	0.394	0	0.034250688	4
YNL092W	Eukaryota	0.109266666667	13	0.107	0.407	0	0.01966586	4
YNL093W	Eukaryota	0.10935	21	0.133	0.402	0	0.011807813	4
YNL094W	Fungi	0.0526	35	0.165	0.401	0	0.036619936	4
YNL095C	SCER_S28	0.0835	2	0.129	0.407	0	0.043627075	3
YNL097C	Eukaryota	0.0464	25	0.133	0.465	0	0.317380694	4
YNL098C	Eukaryota	0.114366666667	16	0.167	0.447	0	0.121956057	4
YNL099C	Eukaryota	0.0122666666667	7	0.147	0.415	0	0.286315879	5
YNL100W	SCER_S28	0.102866666667	1	0.106	0.393	0	0.135814913	4
YNL101W	Eukaryota	0.0451	34	0.121	0.381	0	0.03153356	4
YNL102W	pre_Eukaryota	0.0353	26	0.157	0.376	1	0.102996785	4
YNL103W	SCER_S28	0.1369	19	0.125	0.41	1	0.131084458	4
YNL104C	pre_Eukaryota	0.0233	6	0.292	0.439	0	0.034506116	6
YNL106C	Eukaryota	0.0868	21	0.13	0.395	0	0.019361451	3
YNL107W	Eukaryota	0.0800333333333	35	0.125	0.369	0	0.135271003	4
YNL108C	N/A	0.04295	1	0.159	0.41	0	0.012929977	4
YNL110C	Eukaryota	0.148766666667	154	0.185	0.362	1	0.035043518	5
YNL111C	N/A	0.09465	6	0.333	0.389	0	0.148744551	4
YNL112W	pre_Eukaryota	0.03465	55	0.422	0.427	1	0.034506321	4
YNL113W	pre_Eukaryota	0.0402333333333	43	0.186	0.404	1	0.080558691	4
YNL115C	N/A	0.028	2	0.147	0.396	0	0.019630628	3
YNL116W	Eukaryota	0.08325	19	0.13	0.429	0	0.027083018	5
YNL117W	N/A	0.0378333333333	6	0.222	0.417	0	0.076642199	6
YNL118C	Eukaryota	0.1742	58	0.133	0.375	1	0.0860432	4
YNL119W	Eukaryota	0.136	7	0.151	0.343	0	0.137502894	4
YNL121C	pre_Eukaryota	0.05035	19	0.274	0.373	0	0.067346293	4
YNL122C	SCER_S28	0.112366666667	5	0.111	0.371	0	0.017105364	4
YNL123W	N/A	0.03205	2	0.178	0.386	0	0.00902484	6
YNL124W	Eukaryota	0.12665	90	0.151	0.455	1	0.427411222	4
YNL125C	pre_Eukaryota	0.0584	17	0.152	0.436	0	0.027378525	3
YNL126W	pre_Eukaryota	0.0927666666667	11	0.115	0.343	1	0.124118981	4
YNL127W	Eukaryota	0.0737	16	0.124	0.372	0	0.281895485	3
YNL128W	pre_Eukaryota	0.115133333333	4	0.115	0.383	0	0.021539521	4
YNL129W	N/A	0.092	1	0.129	0.354	0	0.019901434	4
YNL130C	N/A	0.1002	21	0.135	0.382	0	0.02438712	4
YNL131W	Fungi	0.103566666667	15	0.285	0.382	1	0.352479976	4
YNL132W	pre_Eukaryota	0.021	117	0.239	0.385	1	0.030629491	3
YNL133C	SCER_S28	0.1865	4	0.11	0.366	0	0.245379624	3
YNL134C	pre_Eukaryota	0.0837	6	0.239	0.44	0	0.024605129	3
YNL135C	pre_Eukaryota	0.0058	38	0.508	0.465	0	0.024813961	3
YNL136W	N/A	0.1868	31	0.134	0.382	0	0.18222913	4
YNL137C	pre_Eukaryota	0.0826	30	0.153	0.383	1	0.081239193	4
YNL138W	Eukaryota	0.0656333333333	34	0.219	0.411	0	0.363127758	4
YNL139C	Eukaryota	0.0945	20	0.151	0.363	0	0.133393028	4
YNL141W	pre_Eukaryota	0.0758666666667	4	0.248	0.397	0	0.011813841	4
YNL142W	pre_Eukaryota	0.0093	1	0.213	0.444	0	0.032986196	5
YNL144C	SCER_S28	0.14045	2	0.13	0.4	0	0.021187138	3
YNL146W	N/A	0.341	2	0.127	0.323	0	0.038438311	1
YNL148C	Eukaryota	0.1643	4	0.084	0.5	0	0.254176873	1
YNL149C	N/A	0.27075	11	0.216	0.419	1	0.09251031	2
YNL151C	SCER_S28	0.0378	17	0.15	0.388	1	0.100654602	4
YNL152W	Fungi	0.0795666666667	8	0.121	0.403	1	0.087307812	4
YNL153C	Eukaryota	0.103933333333	12	0.136	0.437	0	0.056901454	4
YNL154C	Eukaryota	0.03115	236	0.173	0.398	0	0.034073411	5
YNL155W	Eukaryota	0.134133333333	13	0.164	0.38	0	0.025552797	4
YNL156C	N/A	0.0507	1	0.146	0.4	0	0.031323078	4
YNL157W	Eukaryota	0.06935	35	0.107	0.401	0	0.034003141	3
YNL158W	SCER_S28	0.2399	1	0.115	0.409	1	0.110076843	3
YNL159C	SCER_S28	0.0783	2	0.099	0.389	0	0.015591768	4
YNL160W	pre_Eukaryota	0.1164	2	0.448	0.427	0	0.217869276	3
YNL161W	pre_Eukaryota	0.0218	43	0.155	0.402	1	0.100453744	6
YNL163C	pre_Eukaryota	0.0418	3	0.151	0.396	1	0.076703293	4
YNL164C	SCER_S28	0.10475	3	0.125	0.399	0	0.074581937	4
YNL165W	SCER_S28	0.0874666666667	4	0.099	0.417	0	0.088745016	4
YNL166C	SCER_S28	0.486966666667	10	0.129	0.411	0	0.079678898	4
YNL167C	SCER_S28	0.147766666667	14	0.113	0.385	0	0.233525229	4
YNL168C	N/A	0.0735666666667	4	0.172	0.42	0	0.164946763	4
YNL169C	pre_Eukaryota	0.0552	2	0.138	0.407	0	0.342161982	4
YNL172W	Eukaryota	0.0741	30	0.12	0.386	1	0.07201364	3
YNL173C	pre_Eukaryota	0.25215	7	0.136	0.437	0	0.15770999	2
YNL175C	Eukaryota	0.071	61	0.214	0.395	0	0.033176174	3
YNL176C	SCER_S28	0.391	6	0.092	0.418	0	0.054685161	2
YNL177C	N/A	0.0902	14	0.108	0.386	0	0.571293982	4
YNL178W	pre_Eukaryota	0.0224333333333	117	0.8	0.433	1	0.132982821	6
YNL180C	Eukaryota	0.1156	7	0.128	0.39	0	0.092428389	3
YNL181W	pre_Eukaryota	0.0414	3	0.164	0.391	1	0.07680339	4
YNL182C	pre_Eukaryota	0.0958	27	0.148	0.374	1	0.11443977	3
YNL183C	pre_Eukaryota	0.0261	21	0.14	0.391	0	0.032041187	4
YNL185C	pre_Eukaryota	0.03135	12	0.079	0.43	0	0.068257428	3
YNL186W	Eukaryota	0.1504	60	0.171	0.393	0	0.075861685	3
YNL187W	SCER_S28	0.15885	4	0.094	0.452	0	0.030104796	2
YNL188W	SCER_S28	0.2782	9	0.097	0.348	1	0.089753158	4
YNL189W	Eukaryota	0.0589666666667	184	0.271	0.39	1	0.140487442	6
YNL190W	SCER_S28	0.0520333333333	3	0.596	0.448	0	0.026240869	4
YNL191W	SCER_S28	0.0283	2	0.156	0.42	0	0.011632493	5
YNL192W	pre_Eukaryota	0.0274	13	0.15	0.368	0	0.059269477	4
YNL193W	SCER_S28	0.14875	2	0.175	0.384	0	0.022473342	4
YNL194C	SCER_S28	0.0964333333333	5	0.115	0.441	0	0.032048421	4
YNL195C	N/A	0.3147	0	0.169	0.476	0	0.013353744	2
YNL196C	SCER_S28	0.29065	4	0.147	0.381	0	0.08326096	2
YNL197C	N/A	0.0528	19	0.143	0.41	0	0.095661736	3
YNL199C	SCER_S28	0.0561333333333	16	0.09	0.406	0	0.091915175	4
YNL200C	N/A	0.0422	0	0.131	0.449	0	0.007488955	4
YNL201C	Eukaryota	0.0729	26	0.143	0.362	0	0.293540407	4
YNL202W	pre_Eukaryota	0.0400666666667	2	0.14	0.438	0	0.037306141	4
YNL204C	Eukaryota	0.1311	3	0.129	0.391	0	0.021899044	4
YNL206C	Fungi	0.0776	22	0.156	0.386	0	0.098673398	3
YNL207W	pre_Eukaryota	0.0435	60	0.184	0.388	1	0.062122211	5
YNL208W	SCER_S28	0.130033333333	6	0.206	0.514	0	0.084867661	4
YNL209W	N/A	0.0509	105	0.772	0.437	0	0.060020799	6
YNL210W	SCER_S28	0.194666666667	11	0.121	0.365	0	0.083336622	3
YNL211C	SCER_S28	0.0392666666667	2	0.136	0.357	0	0.039832322	4
YNL212W	Eukaryota	0.0683	11	0.167	0.374	0	0.009756109	3
YNL213C	SCER_S28	0.218233333333	2	0.132	0.385	0	0.228749361	4
YNL214W	SCER_S28	0.14205	11	0.117	0.379	0	0.04229762	3
YNL215W	Fungi	0.1145	17	0.138	0.424	0	0.088062372	4
YNL216W	SCER_S28	0.0476	25	0.146	0.415	1	0.061311281	3
YNL217W	pre_Eukaryota	0.101966666667	11	0.127	0.406	0	0.019267285	4
YNL218W	pre_Eukaryota	0.0653	13	0.128	0.398	0	0.075748777	3
YNL219C	Eukaryota	0.0702	6	0.156	0.371	0	0.007835152	3
YNL220W	pre_Eukaryota	0.0234333333333	7	0.335	0.393	0	0.347894754	6
YNL221C	Eukaryota	0.10395	14	0.124	0.4	1	0.102994899	4
YNL222W	pre_Eukaryota	0.0586	24	0.155	0.359	1	0.078280592	5
YNL223W	Eukaryota	0.1127	5	0.103	0.394	0	0.071762925	3
YNL224C	Eukaryota	0.0727	10	0.145	0.389	0	0.015744724	4
YNL225C	pre_Eukaryota	0.1057	19	0.145	0.351	0	0.13577489	4
YNL227C	pre_Eukaryota	0.12945	26	0.149	0.366	0	0.209919533	4
YNL229C	pre_Eukaryota	0.02325	43	0.125	0.389	0	0.413748847	5
YNL230C	SCER_S28	0.17185	30	0.131	0.417	0	0.024311773	4
YNL231C	pre_Eukaryota	0.05415	2	0.201	0.385	0	0.010830182	5
YNL232W	pre_Eukaryota	0.1527	23	0.119	0.429	1	0.080214651	4
YNL233W	SCER_S28	0.1614	6	0.138	0.383	0	0.034425696	4
YNL234W	SCER_S28	0.123733333333	4	0.13	0.383	0	0.085862091	4
YNL236W	SCER_S28	0.04135	51	0.126	0.368	0	0.078364433	4
YNL237W	Fungi	0.0805	4	0.116	0.42	0	0.109278719	4
YNL240C	N/A	0.0589	3	0.082	0.516	1	0.048899323	3
YNL241C	pre_Eukaryota	0.0272	4	0.172	0.479	0	0.050166763	4
YNL242W	Eukaryota	0.103	6	0.119	0.379	0	0.065397102	3
YNL244C	Eukaryota	0.00546666666667	48	0.239	0.392	1	0.090145912	6
YNL245C	Eukaryota	0.1223	16	0.115	0.419	1	0.088958073	3
YNL246W	Eukaryota	0.102	21	0.138	0.443	0	0.297664887	3
YNL247W	N/A	0.05985	10	0.265	0.387	1	0.101455576	4
YNL248C	Eukaryota	0.0309	38	0.222	0.391	0	0.248856944	3
YNL249C	N/A	0.1001	6	0.13	0.367	0	0.102253139	3
YNL250W	pre_Eukaryota	0.0541	37	0.171	0.343	0	0.233068704	4
YNL251C	Fungi	0.057	38	0.158	0.427	1	0.1034453	4
YNL252C	Eukaryota	0.1646	31	0.121	0.387	0	0.460038038	4
YNL253W	SCER_S28	0.07885	10	0.146	0.363	0	0.041889722	4
YNL254C	N/A	0.228433333333	3	0.115	0.396	0	0.043255789	4
YNL255C	Eukaryota	0.0447	18	0.421	0.427	0	0.064295313	5
YNL256W	N/A	0.1166	1	0.154	0.38	1	0.176901595	3
YNL257C	Fungi	0.0921	3	0.126	0.361	0	0.053360395	3
YNL258C	SCER_S28	0.1331	10	0.139	0.358	1	0.089501887	3
YNL259C	Eukaryota	0.0539	5	0.169	0.342	0	0.218472129	4
YNL260C	SCER_S28	0.1556	5	0.13	0.332	1	0.111585032	3
YNL261W	Eukaryota	0.0668	20	0.151	0.36	1	0.100839434	3
YNL262W	pre_Eukaryota	0.0388	31	0.146	0.374	1	0.147470462	4
YNL263C	Eukaryota	0.03755	36	0.158	0.421	1	0.060497249	3
YNL264C	pre_Eukaryota	0.0306	3	0.195	0.404	0	0.049714865	3
YNL265C	Eukaryota	0.0939	20	0.149	0.375	0	0.143223223	4
YNL267W	Eukaryota	0.0309	10	0.149	0.382	1	0.08202779	4
YNL268W	N/A	0.07765	6	0.222	0.426	0	0.017078127	4
YNL272C	SCER_S28	0.0911	59	0.148	0.387	1	0.104411995	3
YNL274C	N/A	0.0407	4	0.164	0.426	0	0.034628613	3
YNL275W	N/A	0.05805	4	0.103	0.394	0	0.144165157	4
YNL277W	pre_Eukaryota	0.0295	8	0.136	0.453	0	0.036404169	3
YNL278W	SCER_S28	0.1333	5	0.135	0.433	0	0.018370525	3
YNL279W	Fungi	0.1027	7	0.103	0.422	0	0.023982225	4
YNL280C	Eukaryota	0.0261	15	0.155	0.398	0	0.304289571	3
YNL281W	Eukaryota	0.08385	14	0.178	0.412	0	0.042689225	3
YNL282W	SCER_S28	0.179666666667	13	0.086	0.46	1	0.072311161	4
YNL284C	pre_Eukaryota	0.0945	38	0.14	0.403	0	0.350607065	4
YNL286W	pre_Eukaryota	0.212133333333	10	0.114	0.384	0	0.025380067	4
YNL287W	Eukaryota	0.02835	35	0.238	0.366	1	0.091111999	5
YNL288W	Eukaryota	0.0672	41	0.129	0.433	0	0.073709152	3
YNL289W	Fungi	0.044	158	0.123	0.448	0	0.063413662	3
YNL290W	pre_Eukaryota	0.0391	24	0.12	0.452	1	0.055687936	6
YNL291C	Fungi	0.0673333333333	4	0.133	0.392	0	0.08183457	4
YNL292W	pre_Eukaryota	0.0628	4	0.133	0.407	0	0.142884791	4
YNL293W	Eukaryota	0.07045	25	0.115	0.406	0	0.027030002	4
YNL294C	N/A	0.0948	3	0.123	0.407	0	0.160134732	4
YNL295W	N/A	0.08035	3	0.107	0.392	0	0.213023937	4
YNL297C	N/A	0.0707	5	0.133	0.355	0	0.314193937	3
YNL298W	pre_Eukaryota	0.0494	58	0.131	0.414	0	0.098750049	5
YNL299W	N/A	0.0944666666667	12	0.143	0.393	0	0.029569739	4
